日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
110/11/01,5023721.0,221699540,44.25,44.3,44.0,44.2,-0.1,2694.0
110/11/02,4085367.0,181710939,44.3,44.7,44.3,44.5,0.3,2106.0
110/11/03,3115187.0,138439272,44.5,44.55,44.3,44.5,0.0,1763.0
110/11/04,2645674.0,117721882,44.6,44.6,44.4,44.5,0.0,1552.0
110/11/05,3749287.0,166990752,44.5,44.8,44.25,44.8,0.3,2088.0
110/11/08,4736417.0,211802448,44.8,44.9,44.55,44.9,0.1,2586.0
110/11/09,3306633.0,148007551,44.9,45.0,44.65,44.8,-0.1,1788.0
110/11/10,3814954.0,170472954,44.75,44.8,44.6,44.8,0.0,1895.0
110/11/11,5936703.0,268084763,45.1,45.35,45.0,45.3,0.5,3058.0
110/11/12,5998867.0,272610742,45.2,45.6,45.1,45.55,0.25,2864.0
110/11/15,6146055.0,278755423,45.7,45.75,45.2,45.25,-0.3,3342.0
110/11/16,5514883.0,248745006,45.3,45.3,45.0,45.1,-0.15,3694.0
110/11/17,6098849.0,273785155,45.1,45.1,44.8,44.9,-0.2,3240.0
110/11/18,7502024.0,334843749,44.9,44.9,44.55,44.7,-0.2,3570.0
110/11/19,4568043.0,205221635,44.75,45.05,44.75,45.05,0.35,2286.0
110/11/22,5098969.0,228492520,45.1,45.1,44.65,44.7,-0.35,5280.0
110/11/23,19502136.0,856582026,44.2,44.3,43.8,44.1,-0.6,11397.0
110/11/24,17168229.0,744754046,43.9,43.9,43.05,43.35,-0.75,10605.0
110/11/25,26675958.0,1134630781,43.0,43.05,42.3,42.35,-1.0,16841.0
110/11/26,10445804.0,441351226,42.3,42.65,42.0,42.25,-0.1,6598.0
110/11/29,8859868.0,374630784,42.0,42.65,42.0,42.45,0.2,4818.0
110/11/30,21163999.0,896536212,42.6,43.15,42.0,42.0,-0.45,6038.0
