日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
107/03/01,43847984.0,10669194561,244.0,245.0,242.0,243.0,-3.0,11589.0
107/03/02,35289170.0,8453712014,240.0,241.0,238.5,240.0,-3.0,10440.0
107/03/05,27337846.0,6607367732,242.5,243.0,240.5,241.5,1.5,9321.0
107/03/06,36945780.0,9155812210,245.5,250.0,245.5,250.0,8.5,13977.0
107/03/07,30391219.0,7525601638,248.0,248.5,246.0,247.0,-3.0,10521.0
107/03/08,20645694.0,5172732531,249.5,251.5,249.0,249.5,2.5,8817.0
107/03/09,22887063.0,5723277170,250.0,251.0,248.5,250.5,1.0,7050.0
107/03/12,25100615.0,6370529728,252.0,255.0,251.5,254.0,3.5,10550.0
107/03/13,34264883.0,8816553606,255.5,259.0,255.0,259.0,5.0,11700.0
107/03/14,24254838.0,6220805864,256.5,257.5,255.5,257.0,-2.0,8518.0
107/03/15,19396493.0,4965546715,258.0,258.0,255.0,255.0,-2.0,5945.0
107/03/16,62989326.0,15930805360,253.0,256.0,249.5,255.0,0.0,18058.0
107/03/19,22440766.0,5679567964,252.5,255.5,251.0,255.0,0.0,9888.0
107/03/20,22335151.0,5640426203,253.0,254.0,251.5,253.0,-2.0,9334.0
107/03/21,32977737.0,8325162114,255.0,255.0,251.0,252.5,-0.5,11575.0
107/03/22,27000718.0,6797045014,254.5,254.5,249.5,251.5,-1.0,10475.0
107/03/23,52974390.0,12994667867,245.0,247.0,244.0,245.0,-6.5,20513.0
107/03/26,39487945.0,9582954454,241.5,244.5,241.5,243.5,-1.5,11404.0
107/03/27,31100260.0,7732298021,248.0,251.0,247.0,251.0,7.5,11698.0
107/03/28,29924411.0,7349468217,247.5,248.0,244.0,245.0,-6.0,13041.0
107/03/29,36427345.0,8888435870,243.0,247.0,242.5,244.0,-1.0,12832.0
107/03/30,16996346.0,4212690462,247.5,249.5,246.0,246.0,2.0,7578.0
107/03/31,3603912.0,893664176,247.5,249.0,246.5,247.5,1.5,2409.0
