日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
107/02/01,30900457.0,8022694430,257.5,261.0,257.0,259.5,4.5,13598.0
107/02/02,25707560.0,6633344540,259.0,260.0,255.0,259.5,0.0,11404.0
107/02/05,46554379.0,11742299859,251.0,254.5,250.5,253.0,-6.5,16909.0
107/02/06,104448048.0,24944565955,242.5,243.5,234.0,239.0,-14.0,35455.0
107/02/07,82299178.0,19903032966,245.0,245.5,239.5,240.0,1.0,22962.0
107/02/08,31192550.0,7468970072,239.5,242.0,238.0,238.5,-1.5,10274.0
107/02/09,65939265.0,15227192540,230.0,233.0,228.5,232.5,-6.0,19749.0
107/02/12,42917236.0,10113012768,235.5,237.5,235.0,236.5,4.0,10851.0
107/02/21,76396174.0,18582475956,244.5,244.5,242.0,242.5,6.0,21512.0
107/02/22,45492993.0,10977665819,244.0,244.0,239.0,239.5,-3.0,10071.0
107/02/23,26985776.0,6578657620,241.0,245.0,241.0,245.0,5.5,10178.0
107/02/26,36165810.0,8910352170,247.0,247.5,245.0,246.5,1.5,12565.0
107/02/27,44699119.0,11061945363,250.5,250.5,246.0,246.0,-0.5,10908.0
